sat-epsilon,original-prediction,second-best-prediction
0.568253635919941,"[3 8]","[2 3]"
0.34598109137415245,"[9 8]","[3 4]"
0.5618145394130661,"[7 2]","[2 0]"
1.5949382043951699,"[4 8]","[8 4]"
0.3729886590997908,"[6 7]","[1 2]"
0.5322978651956574,"[9 2]","[2 5]"
0.33142448288428134,"[7 5]","[2 9]"
0.5659719892112196,"[3 9]","[9 2]"
0.3560409031048307,"[0 3]","[5 4]"
0.35445398810823003,"[5 4]","[9 3]"
1.6395777904039857,"[9 3]","[3 9]"
0.3392970024018312,"[3 8]","[9 4]"
0.351184632898948,"[2 6]","[9 3]"
0.3558690603885887,"[2 1]","[5 4]"
0.3420344732237498,"[5 8]","[9 3]"
0.5394346951339289,"[0 3]","[3 9]"
0.5855831266411746,"[3 4]","[2 3]"
0.5413428281952064,"[3 9]","[9 2]"
0.3457318150989242,"[9 5]","[2 8]"
0.3457318150989242,"[5 9]","[2 2]"
0.5540970890125406,"[3 7]","[2 3]"
0.37807373955592166,"[3 9]","[2 5]"
0.5776167720737511,"[0 3]","[3 9]"
0.3560409031048307,"[0 8]","[5 3]"
0.3407349822935488,"[3 7]","[9 2]"
0.5570702097656991,"[9 2]","[3 9]"
0.35935178114634325,"[0 1]","[2 4]"
0.3560409031048307,"[0 8]","[5 5]"
0.37213738068475594,"[0 9]","[3 3]"
0.35445398810823003,"[4 7]","[3 2]"
0.3392327290358213,"[3 8]","[9 5]"
0.36658025642455816,"[4 4]","[8 8]"
0.3392970024018312,"[5 8]","[9 4]"
0.34440218542373474,"[8 3]","[5 0]"
0.33655088233714453,"[2 8]","[3 3]"
1.4276509712792114,"[9 5]","[5 9]"
0.33773887887544507,"[6 3]","[9 9]"
0.5797481677790551,"[1 4]","[4 8]"
0.34440218542373474,"[3 3]","[0 0]"
0.37807373955592166,"[1 3]","[4 2]"
0.3420344732237498,"[9 8]","[3 3]"
0.3432188938381233,"[3 3]","[4 9]"
0.33407430861750914,"[1 3]","[4 9]"
0.3392327290358213,"[5 3]","[9 9]"
0.33622049694618494,"[1 6]","[4 9]"
0.35371840447789904,"[7 8]","[3 3]"
0.3756711027240391,"[2 0]","[9 4]"
0.3403801952746466,"[3 9]","[0 2]"
0.32879218554695305,"[5 6]","[9 9]"
0.34679985064472946,"[5 0]","[2 3]"
0.3632299580102559,"[4 4]","[5 3]"
0.35445398810823003,"[4 8]","[3 3]"
0.33655088233714453,"[2 8]","[3 3]"
0.5529712720367839,"[7 3]","[3 4]"
0.34598109137415245,"[1 9]","[4 3]"
0.36506806281441956,"[5 4]","[2 8]"
0.34629780466495996,"[2 3]","[9 9]"
0.35445398810823003,"[4 2]","[3 5]"
0.551293866725975,"[2 9]","[7 2]"
0.34599685608639624,"[8 9]","[3 6]"
0.5588223491485146,"[9 0]","[2 9]"
0.35636263063964907,"[4 9]","[3 3]"
0.35445398810823003,"[4 5]","[3 9]"
0.35636263063964907,"[9 9]","[6 3]"
0.3414072064034218,"[3 1]","[0 4]"
0.35445398810823003,"[8 4]","[3 3]"
0.3392327290358213,"[2 3]","[5 9]"
0.35445398810823003,"[2 4]","[5 3]"
0.33240338376995254,"[9 8]","[5 3]"
0.3519314536464144,"[6 3]","[9 9]"
0.36272051568175145,"[9 3]","[2 2]"
0.3654082142960168,"[7 3]","[9 9]"
0.33452152779328037,"[3 5]","[9 2]"
0.34822680405836093,"[3 7]","[9 9]"
0.36272051568175145,"[3 1]","[2 4]"
0.3392327290358213,"[7 3]","[6 9]"
0.3412811897157431,"[3 2]","[0 9]"
0.36658025642455816,"[3 4]","[0 8]"
0.3780008002960942,"[4 0]","[3 2]"
0.37213738068475594,"[0 4]","[3 5]"
0.34598109137415245,"[8 9]","[3 3]"
0.33018485344429144,"[9 8]","[2 3]"
0.34629780466495996,"[5 2]","[9 9]"
0.5824862485630633,"[4 3]","[3 0]"
0.36506806281441956,"[9 4]","[2 8]"
0.5667482494464422,"[9 3]","[3 0]"
0.3414072064034218,"[3 5]","[0 2]"
0.3535228459122408,"[3 6]","[2 9]"
0.3780008002960942,"[4 6]","[3 9]"
0.5689568466457245,"[8 3]","[3 9]"
0.5648837178358784,"[6 9]","[9 3]"
0.5928954624425127,"[6 0]","[0 3]"
0.3451230492594442,"[7 8]","[2 4]"
0.6021866145787688,"[6 1]","[1 4]"
0.342634892206433,"[3 3]","[4 9]"
0.37807373955592166,"[3 7]","[2 2]"
0.35033177493367285,"[5 8]","[2 3]"
0.3412811897157431,"[2 8]","[9 3]"
0.3440072315941015,"[2 8]","[0 3]"
0.5582201615562561,"[3 9]","[9 2]"
0.5741585178964533,"[1 4]","[4 3]"
0.33868317610675064,"[5 9]","[2 3]"
0.36272051568175145,"[3 9]","[2 2]"
0.3632299580102559,"[4 0]","[5 3]"
0.35636263063964907,"[9 2]","[3 3]"
0.5382944957604414,"[3 8]","[0 3]"
0.36272051568175145,"[3 5]","[2 9]"
0.3473630002962109,"[4 8]","[3 3]"
0.34822680405836093,"[3 7]","[9 9]"
0.568111893733211,"[4 3]","[3 9]"
0.3589493485603668,"[0 6]","[9 9]"
0.3432188938381233,"[3 5]","[4 9]"
0.3414072064034218,"[1 3]","[4 0]"
0.5375801675734465,"[8 3]","[3 9]"
0.3558690603885887,"[1 3]","[4 4]"
0.5305037229141337,"[5 9]","[9 3]"
0.342634892206433,"[1 3]","[4 4]"
0.34599685608639624,"[9 9]","[6 2]"
0.5217158256689074,"[5 9]","[9 2]"
0.3519314536464144,"[3 6]","[4 9]"
0.3371051972866007,"[9 7]","[3 6]"
0.342634892206433,"[3 3]","[9 4]"
0.3632299580102559,"[7 4]","[2 5]"
0.5583783601996629,"[3 8]","[0 3]"
0.3780008002960942,"[8 4]","[3 3]"
0.33655088233714453,"[8 2]","[3 3]"
0.37807373955592166,"[3 3]","[2 0]"
0.5709054825260517,"[7 9]","[9 3]"
0.3632299580102559,"[4 4]","[5 3]"
0.33622049694618494,"[1 5]","[4 9]"
0.3172612916357687,"[5 5]","[9 9]"
0.3605174048593909,"[2 6]","[3 9]"
0.3414072064034218,"[8 3]","[4 0]"
0.35996031290923025,"[0 8]","[2 3]"
0.5256875384029795,"[5 9]","[9 2]"
0.563301551082798,"[9 3]","[3 0]"
0.33452152779328037,"[5 3]","[2 9]"
0.5872512983813734,"[0 3]","[3 2]"
0.5613614955271921,"[3 9]","[9 2]"
0.3371051972866007,"[9 7]","[2 6]"
0.3780008002960942,"[0 4]","[5 3]"
0.36658025642455816,"[3 4]","[9 8]"
0.5523294507538039,"[1 9]","[9 6]"
0.33130935096818476,"[9 9]","[2 2]"
0.3632299580102559,"[9 4]","[2 5]"
0.3401452715941443,"[8 1]","[3 4]"
0.3780008002960942,"[4 9]","[3 3]"
0.35608758062626994,"[9 3]","[5 2]"
0.351184632898948,"[9 6]","[3 3]"
0.3560409031048307,"[0 2]","[5 9]"
0.5424733831026107,"[9 2]","[2 3]"
0.3565523072222974,"[5 6]","[9 0]"
0.3292263442859864,"[3 5]","[9 2]"
0.37807373955592166,"[3 3]","[2 9]"
0.3451885706606417,"[9 0]","[2 3]"
0.5514849021234878,"[2 7]","[9 2]"
0.35371840447789904,"[7 8]","[3 4]"
0.35292807396965536,"[2 5]","[7 9]"
0.3632299580102559,"[4 0]","[5 3]"
0.3558690603885887,"[8 1]","[4 4]"
0.3451885706606417,"[3 9]","[4 2]"
0.5367494377171517,"[9 5]","[3 9]"
0.3729886590997908,"[6 0]","[1 3]"
0.33439111920579917,"[8 2]","[3 5]"
0.5823988073351505,"[4 8]","[8 3]"
0.35935178114634325,"[0 9]","[2 2]"
0.3560409031048307,"[0 2]","[5 9]"
0.5217158256689074,"[9 5]","[2 9]"
0.3392970024018312,"[3 8]","[9 4]"
0.36658025642455816,"[4 2]","[8 0]"
0.3780008002960942,"[0 4]","[2 3]"
0.3522098092690551,"[1 8]","[3 3]"
0.3565523072222974,"[6 5]","[0 9]"
0.35636263063964907,"[8 9]","[3 3]"
0.35608758062626994,"[9 4]","[5 3]"
0.3451885706606417,"[3 9]","[4 2]"
0.5602674822051981,"[9 0]","[3 9]"
0.3558690603885887,"[1 3]","[4 2]"
0.565233864213838,"[4 3]","[3 2]"
0.3403801952746466,"[3 1]","[0 4]"
0.5182282387590714,"[5 9]","[9 2]"
0.5458979725116034,"[3 8]","[9 3]"
0.543495295548538,"[8 3]","[3 9]"
0.35371840447789904,"[8 7]","[3 3]"
0.3292263442859864,"[3 2]","[9 9]"
0.32700319756458823,"[5 8]","[9 3]"
0.56400165742872,"[3 9]","[2 3]"
0.349475568132691,"[8 8]","[3 3]"
0.33780795605613784,"[3 1]","[0 9]"
0.35636263063964907,"[9 8]","[3 3]"
0.35962382823117783,"[1 4]","[3 3]"
0.349475568132691,"[8 8]","[3 4]"
0.342634892206433,"[5 3]","[9 4]"
0.32918783869599666,"[8 4]","[3 3]"
0.5424733831026106,"[2 9]","[3 2]"
0.3565523072222974,"[6 9]","[0 2]"
0.3522098092690551,"[1 0]","[3 3]"
0.5620332205364842,"[0 9]","[9 2]"
0.3338266296947881,"[8 8]","[5 3]"
0.5406107452062859,"[9 1]","[3 9]"
0.5518194002927616,"[1 4]","[4 3]"
0.3756711027240391,"[0 3]","[4 4]"
0.5740457171282656,"[9 3]","[5 9]"
0.3371051972866007,"[8 7]","[3 6]"
0.3403801952746466,"[7 3]","[6 0]"
0.37807373955592166,"[3 4]","[2 8]"
0.34427272874699244,"[7 9]","[2 3]"
0.3401452715941443,"[7 8]","[3 3]"
0.34267810265979903,"[3 3]","[4 9]"
0.3558690603885887,"[5 1]","[9 4]"
0.3729886590997908,"[6 9]","[1 2]"
0.33470932246990887,"[8 2]","[3 5]"
0.35962382823117783,"[9 1]","[2 3]"
0.3558690603885887,"[1 2]","[4 3]"
0.3335683136656984,"[1 5]","[4 9]"
0.35371840447789904,"[8 7]","[4 3]"
0.5627465981167531,"[9 6]","[5 9]"
0.3440072315941015,"[3 2]","[0 0]"
0.34679985064472946,"[5 0]","[9 3]"
0.3403801952746466,"[9 3]","[2 0]"
0.5426051415350762,"[9 6]","[2 9]"
0.5695107755674645,"[3 0]","[0 9]"
0.33780795605613784,"[9 3]","[2 0]"
0.3729886590997908,"[9 6]","[2 1]"
0.35962382823117783,"[7 1]","[9 3]"
0.5359427786098812,"[1 9]","[9 2]"
1.6878016564991924,"[2 0]","[0 2]"
0.34629780466495996,"[2 3]","[9 9]"
0.36506806281441956,"[4 3]","[8 9]"
0.34599685608639624,"[9 8]","[6 5]"
0.5849903870036369,"[1 3]","[3 2]"
0.3338266296947881,"[8 8]","[3 3]"
0.34599685608639624,"[9 9]","[2 6]"
0.349475568132691,"[8 0]","[3 3]"
0.36272051568175145,"[3 9]","[2 6]"
1.6563524309277222,"[3 9]","[9 3]"
0.3558690603885887,"[8 1]","[3 4]"
0.35962382823117783,"[1 5]","[3 9]"
0.35371840447789904,"[7 8]","[3 3]"
0.37213738068475594,"[0 6]","[3 9]"
0.3451230492594442,"[7 9]","[2 3]"
0.33439111920579917,"[5 8]","[9 3]"
0.37807373955592166,"[9 3]","[2 2]"
0.3535228459122408,"[6 1]","[9 4]"
0.35996031290923025,"[3 0]","[4 2]"
0.5559232543148056,"[0 2]","[2 5]"
0.5437068280709857,"[2 7]","[5 2]"
0.3729886590997908,"[6 6]","[1 9]"
0.33452152779328037,"[5 3]","[9 9]"
0.3519314536464144,"[5 6]","[2 9]"
0.3172612916357687,"[5 8]","[9 3]"
0.5464897667757379,"[3 4]","[9 3]"
0.34822680405836093,"[7 7]","[6 9]"
0.537393938870464,"[3 8]","[0 3]"
0.5371927726968972,"[5 2]","[2 3]"
0.5542626308922294,"[9 2]","[2 3]"
0.3392327290358213,"[1 3]","[4 9]"
0.3605174048593909,"[0 6]","[5 9]"
0.3451230492594442,"[7 7]","[2 2]"
0.5417357784215495,"[1 4]","[4 3]"
0.34440218542373474,"[8 3]","[4 0]"
0.3412811897157431,"[2 5]","[9 9]"
1.5632824805443064,"[3 4]","[4 3]"
0.3519314536464144,"[3 6]","[4 9]"
0.34338805610356576,"[0 2]","[3 9]"
0.33240338376995254,"[8 9]","[3 5]"
0.3371051972866007,"[7 1]","[6 4]"
0.3414072064034218,"[3 1]","[0 4]"
0.3414072064034218,"[3 3]","[0 0]"
0.35996031290923025,"[0 3]","[2 9]"
0.34822680405836093,"[8 7]","[3 9]"
0.35371840447789904,"[9 7]","[2 3]"
0.3451885706606417,"[9 9]","[2 2]"
0.3519314536464144,"[1 6]","[4 9]"
0.3632299580102559,"[0 4]","[3 5]"
0.35996031290923025,"[0 0]","[2 2]"
0.351184632898948,"[2 6]","[9 3]"
0.5261554278756969,"[5 9]","[9 2]"
0.3387355728926428,"[1 2]","[4 5]"
0.3729886590997908,"[6 8]","[1 3]"
0.3756711027240391,"[7 0]","[9 4]"
0.35996031290923025,"[6 0]","[9 2]"
0.3172612916357687,"[5 8]","[9 3]"
0.33452152779328037,"[5 3]","[9 9]"
0.35962382823117783,"[1 6]","[3 3]"
0.5602864989039084,"[2 3]","[5 2]"
0.36506806281441956,"[3 4]","[2 8]"
0.3522098092690551,"[1 2]","[3 9]"
0.35636263063964907,"[8 9]","[3 3]"
0.5596037591292996,"[8 3]","[3 0]"
0.35962382823117783,"[1 1]","[3 4]"
0.3605174048593909,"[2 6]","[3 9]"
0.5669920459691452,"[8 4]","[3 8]"
0.349475568132691,"[2 8]","[3 3]"
0.3756711027240391,"[0 1]","[4 4]"
0.3414072064034218,"[1 3]","[4 0]"
0.3451885706606417,"[9 7]","[2 3]"
0.34599685608639624,"[3 9]","[0 6]"
0.35996031290923025,"[0 1]","[2 9]"
0.3589493485603668,"[3 0]","[4 9]"
0.54654066008864,"[3 8]","[9 3]"
0.5806324275268148,"[4 8]","[8 3]"
0.34427272874699244,"[2 9]","[5 3]"
0.3560409031048307,"[3 0]","[4 5]"
0.36506806281441956,"[4 3]","[8 0]"
0.35636263063964907,"[9 2]","[3 5]"
0.3558690603885887,"[1 8]","[4 3]"
0.36506806281441956,"[4 0]","[8 9]"
0.5572871704155551,"[0 2]","[9 0]"
1.6724014025082077,"[9 3]","[3 9]"
0.5466104594294128,"[3 4]","[9 3]"
0.5351833272367975,"[2 7]","[9 2]"
1.6644300940332941,"[9 3]","[3 9]"
0.35033177493367285,"[7 8]","[2 3]"
0.3451230492594442,"[8 7]","[3 2]"
0.34822680405836093,"[7 1]","[9 4]"
0.5793816779464553,"[3 8]","[2 3]"
0.3401452715941443,"[2 8]","[5 3]"
0.3455132118959566,"[3 3]","[9 2]"
0.35962382823117783,"[1 1]","[4 3]"
0.37807373955592166,"[3 9]","[2 2]"
0.35033177493367285,"[0 8]","[3 3]"
0.5464897667757379,"[4 3]","[3 9]"
0.3589493485603668,"[0 7]","[9 6]"
0.3371051972866007,"[2 7]","[5 6]"
0.3654082142960168,"[7 3]","[2 9]"
0.351184632898948,"[7 6]","[2 3]"
0.3392970024018312,"[8 9]","[4 2]"
0.35996031290923025,"[0 8]","[2 3]"
0.34679985064472946,"[0 5]","[3 9]"
0.5435852656052315,"[3 8]","[9 3]"
0.32918783869599666,"[8 4]","[3 3]"
0.33780795605613784,"[7 3]","[2 0]"
0.3654082142960168,"[3 5]","[9 2]"
0.3391848425496776,"[2 9]","[3 5]"
1.6496469595509697,"[3 4]","[4 3]"
0.5528482305558432,"[6 9]","[9 2]"
0.3519314536464144,"[2 6]","[3 9]"
0.36272051568175145,"[3 3]","[4 2]"
0.37213738068475594,"[8 0]","[4 3]"
0.35935178114634325,"[0 8]","[2 3]"
0.3780008002960942,"[4 2]","[3 0]"
1.645651430861611,"[9 3]","[3 9]"
0.3340680163599844,"[5 1]","[9 9]"
0.36272051568175145,"[1 3]","[4 2]"
0.3535228459122408,"[6 2]","[9 3]"
0.349475568132691,"[9 8]","[3 3]"
0.3729886590997908,"[6 4]","[1 5]"
0.3401452715941443,"[8 8]","[3 3]"
0.3401452715941443,"[8 5]","[3 2]"
0.5375340008843386,"[9 2]","[2 5]"
0.5621992669055604,"[4 8]","[8 3]"
0.3455132118959566,"[3 3]","[2 9]"
1.5160023715167923,"[3 2]","[2 3]"
0.37213738068475594,"[0 7]","[3 2]"
0.3632299580102559,"[3 4]","[9 5]"
0.3407349822935488,"[7 1]","[2 4]"
0.34440218542373474,"[3 5]","[0 9]"
0.536804681602641,"[8 3]","[3 9]"
0.5565766672846795,"[8 3]","[3 0]"
0.5229397093099575,"[5 2]","[2 3]"
0.3780008002960942,"[4 7]","[3 9]"
0.349475568132691,"[8 8]","[3 3]"
0.32879218554695305,"[8 6]","[5 9]"
0.35935178114634325,"[1 0]","[4 2]"
0.34387062372572047,"[3 5]","[9 9]"
0.3632299580102559,"[3 4]","[9 5]"
0.3414072064034218,"[3 5]","[0 9]"
0.36658025642455816,"[4 2]","[8 7]"
0.34338805610356576,"[0 9]","[3 2]"
0.3589493485603668,"[1 0]","[3 9]"
0.5736943057266024,"[9 3]","[3 2]"
0.35445398810823003,"[2 4]","[5 3]"
0.33655088233714453,"[2 9]","[3 3]"
0.34440218542373474,"[5 3]","[9 0]"
0.3473630002962109,"[4 9]","[3 3]"
0.5492223596271691,"[3 8]","[0 3]"
0.3407349822935488,"[7 7]","[2 2]"
0.3632299580102559,"[7 4]","[6 5]"
0.37635595535292476,"[2 4]","[5 8]"
0.33780795605613784,"[3 2]","[0 5]"
1.616855064481819,"[3 9]","[9 3]"
0.3391848425496776,"[9 2]","[5 3]"
