sat-epsilon,original-prediction,second-best-prediction
1.5577358602927478,"[2 3 6 4 7]","[0 4 9 3 2]"
0.3455132118959566,"[3 3 5 5 3]","[9 2 9 9 9]"
0.5785684520653571,"[3 1 6 9 5]","[9 9 9 2 2]"
0.54654066008864,"[8 1 5 7 3]","[3 4 2 9 9]"
1.4699428420047644,"[4 7 8 3 7]","[3 6 3 4 2]"
0.37635595535292476,"[1 5 4 0 3]","[9 9 8 9 2]"
0.7035168647261798,"[2 0 7 3 5]","[3 3 2 9 9]"
1.4126662597279216,"[9 2 8 4 2]","[2 9 3 3 3]"
0.5789523242450031,"[3 2 7 2 7]","[9 3 3 0 9]"
0.5940245330784194,"[3 9 8 4 4]","[2 3 3 3 3]"
0.36272051568175145,"[6 5 3 3 3]","[9 9 0 0 2]"
0.5596011084181978,"[6 1 2 1 4]","[9 3 5 4 3]"
0.5646796825517106,"[5 1 6 6 3]","[2 4 3 9 9]"
1.4435004481389226,"[9 0 0 9 3]","[3 2 3 2 9]"
1.5807968586557237,"[9 3 3 8 6]","[3 4 9 3 9]"
0.5459522236033784,"[6 1 1 2 9]","[0 4 4 0 2]"
0.5684168233902391,"[4 2 3 5 8]","[3 5 9 9 3]"
0.5192003808449346,"[4 0 5 4 8]","[3 3 9 3 5]"
0.5074293356405246,"[6 9 3 3 5]","[0 2 2 0 9]"
0.5203525283589373,"[8 5 3 3 6]","[5 9 2 2 9]"
0.718307441619066,"[7 3 5 9 1]","[3 9 2 2 4]"
0.5555545685693544,"[3 2 4 6 6]","[0 9 3 9 0]"
1.6209237098327367,"[9 3 2 6 2]","[3 9 7 9 5]"
0.6855258911788015,"[4 5 8 2 1]","[8 2 3 7 4]"
1.4711096943671833,"[5 9 2 1 3]","[8 2 9 3 2]"
1.5854982754014353,"[9 1 5 7 3]","[3 9 9 2 9]"
0.5212690936171922,"[1 7 9 0 5]","[3 2 3 2 9]"
0.7147829337981297,"[2 8 9 1 7]","[9 3 3 3 2]"
0.5222861104527762,"[2 2 5 4 3]","[5 9 9 8 9]"
1.3988876369370455,"[9 1 5 9 9]","[2 9 9 3 5]"
0.5597993607895768,"[1 8 0 8 3]","[9 3 9 3 4]"
0.5530727322905744,"[4 9 7 6 9]","[3 3 2 9 5]"
0.3565523072222974,"[9 9 7 6 8]","[2 3 2 0 3]"
0.3558690603885887,"[1 8 6 1 6]","[4 3 3 4 9]"
0.7273491436166376,"[4 9 8 3 4]","[3 5 3 2 8]"
0.7385199352271329,"[4 9 3 0 3]","[3 5 2 3 9]"
0.7462624183584728,"[3 0 8 4 1]","[4 5 3 5 4]"
0.5828543293505023,"[1 6 3 3 3]","[9 3 2 9 4]"
0.55542192354182,"[3 4 7 9 0]","[9 8 6 2 2]"
0.5816929718351087,"[7 7 1 2 9]","[3 9 4 9 3]"
0.8121729477798171,"[5 5 9 8 3]","[8 2 2 3 9]"
0.563492002010018,"[5 2 2 8 3]","[9 5 3 3 0]"
0.5830919603555914,"[3 3 6 5 3]","[4 2 3 9 9]"
1.3988876369370455,"[9 5 2 0 6]","[5 9 9 2 9]"
0.5679987266800096,"[1 1 7 3 3]","[3 4 2 9 9]"
0.7152819567879696,"[3 3 5 9 6]","[4 2 9 3 9]"
1.7273152982430313,"[3 5 3 9 9]","[9 8 9 2 3]"
0.5755793561293573,"[1 1 1 3 7]","[4 4 3 9 3]"
0.34599685608639624,"[8 8 9 7 9]","[3 3 6 6 2]"
0.5698754451383492,"[5 9 4 0 9]","[9 2 8 9 2]"
1.571288765420653,"[2 1 9 3 7]","[9 4 3 9 2]"
0.5581952601099258,"[2 3 3 3 3]","[5 9 2 2 9]"
1.571288765420653,"[0 3 8 9 1]","[2 9 3 3 3]"
0.3605174048593909,"[2 6 8 6 8]","[7 9 3 0 3]"
0.5806538434122666,"[9 7 6 0 3]","[5 9 9 3 4]"
1.5802916208450175,"[9 3 3 4 5]","[3 0 9 8 9]"
1.4011782162093298,"[5 6 9 2 8]","[9 9 2 5 3]"
1.7244334874911607,"[3 5 3 6 2]","[4 9 2 9 3]"
1.5339034486776075,"[6 0 4 3 2]","[9 3 3 2 0]"
1.6413895343840896,"[2 2 9 9 7]","[7 5 3 5 2]"
0.596941464789914,"[8 3 0 9 1]","[3 4 3 2 3]"
0.5831947266510913,"[1 4 2 6 1]","[4 3 3 9 4]"
1.6413895343840896,"[2 7 3 6 3]","[7 2 9 9 2]"
0.5626032630259317,"[6 0 2 9 1]","[9 3 7 3 3]"
0.3535228459122408,"[6 3 6 5 3]","[9 0 9 9 2]"
0.5827944511772857,"[2 6 9 8 9]","[9 9 3 3 5]"
0.5697478193554835,"[2 5 0 5 1]","[7 9 2 9 9]"
0.5100883580187058,"[8 8 8 5 8]","[3 3 5 2 3]"
0.5321028122740886,"[0 9 2 0 7]","[4 5 5 3 2]"
0.7209506998577714,"[3 2 1 0 3]","[9 3 4 5 0]"
1.484714518858354,"[2 8 3 2 0]","[5 3 2 3 9]"
0.5532456009082861,"[9 3 0 2 3]","[5 4 4 5 9]"
0.7129791857794244,"[2 3 8 3 6]","[5 4 3 2 9]"
0.35996031290923025,"[6 6 7 4 0]","[9 9 3 3 2]"
0.8141724170478113,"[8 2 7 9 3]","[3 3 9 2 4]"
0.35935178114634325,"[5 8 5 0 5]","[9 3 2 2 2]"
0.7377224982386814,"[0 9 1 3 3]","[3 2 4 9 9]"
0.5660865523170527,"[5 1 4 6 2]","[9 4 3 9 3]"
0.5461045511813648,"[4 9 9 9 6]","[3 2 3 2 9]"
0.7273066008171223,"[7 3 9 2 8]","[9 0 3 5 3]"
1.4629344773826074,"[9 8 0 2 9]","[2 4 4 9 3]"
0.5622319081442341,"[5 5 3 7 1]","[2 9 9 9 3]"
0.6007047059566099,"[7 8 3 9 9]","[2 3 2 3 6]"
0.5217067910651563,"[0 5 9 5 1]","[3 9 2 9 3]"
0.5889863093567246,"[8 4 8 4 6]","[3 5 3 8 9]"
0.5651401354010863,"[8 5 3 6 7]","[3 9 0 1 3]"
0.511000451730655,"[7 8 8 5 6]","[3 5 3 9 1]"
0.7243375085589914,"[8 0 3 6 4]","[5 3 2 0 8]"
0.34822680405836093,"[7 4 5 8 4]","[9 3 9 3 3]"
1.4585233833851585,"[4 0 3 9 8]","[8 5 4 2 3]"
0.584966700191909,"[3 7 2 0 2]","[9 2 5 3 5]"
0.6957826493823792,"[3 8 9 7 7]","[9 3 6 6 9]"
1.699162555519388,"[8 0 3 8 1]","[3 3 0 3 3]"
0.5573148018555606,"[8 9 2 4 9]","[3 2 0 8 3]"
0.35371840447789904,"[7 7 2 1 2]","[9 3 0 4 5]"
0.5634386285215197,"[9 3 3 3 7]","[2 9 0 4 2]"
0.5811081189230877,"[2 8 1 5 3]","[9 3 3 2 0]"
0.5411040054181687,"[5 6 2 8 4]","[9 9 3 5 5]"
1.4198678649099732,"[7 5 0 5 2]","[3 9 9 2 5]"
0.5665311362606228,"[3 8 2 9 0]","[4 3 5 6 9]"
0.7204857754577587,"[2 4 3 9 3]","[7 3 9 5 9]"
0.590930831740141,"[8 4 3 3 4]","[3 3 2 9 3]"
1.657757798527705,"[7 2 9 3 0]","[3 0 3 2 3]"
0.7479348119642889,"[4 3 6 7 8]","[8 2 9 2 3]"
0.5832242950177734,"[1 1 9 4 8]","[4 4 3 3 3]"
0.7086721023460401,"[6 9 4 2 3]","[1 6 3 9 0]"
1.7244334874911607,"[6 2 3 8 3]","[9 3 9 3 2]"
1.4035271054425937,"[0 6 8 2 9]","[2 9 3 9 2]"
0.5553945177293246,"[8 0 6 3 0]","[3 3 9 9 3]"
1.5102591385288384,"[9 9 0 2 5]","[2 2 5 9 9]"
0.35636263063964907,"[1 1 7 7 9]","[4 4 3 2 3]"
0.563667025364375,"[5 6 1 8 3]","[2 0 4 3 9]"
0.715630271355791,"[4 8 9 9 3]","[5 3 6 2 9]"
0.6759786664568898,"[3 1 1 7 4]","[9 9 4 2 3]"
0.5875657770447319,"[3 4 0 9 8]","[2 3 5 2 3]"
0.5380491785372716,"[4 9 3 3 5]","[8 2 2 9 9]"
0.5462807465061841,"[8 1 5 5 3]","[3 4 9 9 9]"
0.6952500219245069,"[9 7 3 8 2]","[5 3 9 5 5]"
0.730006070624919,"[4 3 2 8 4]","[3 2 9 3 3]"
1.7058998916108654,"[9 3 3 0 9]","[2 9 9 5 3]"
0.35636263063964907,"[1 9 8 9 8]","[4 3 3 3 3]"
0.7234314784799057,"[9 8 3 2 8]","[6 3 9 9 3]"
1.506416534068481,"[2 9 2 3 5]","[5 2 9 9 9]"
0.35445398810823003,"[4 7 2 2 8]","[3 9 5 0 3]"
0.5244486651714518,"[0 8 5 2 1]","[9 3 8 3 4]"
0.7096026626690045,"[3 7 0 1 9]","[0 3 4 4 2]"
0.8578883377413021,"[1 0 9 3 2]","[3 2 3 0 5]"
0.3780008002960942,"[7 8 7 0 4]","[9 3 2 3 3]"
0.5591432867332655,"[3 8 7 8 8]","[9 3 6 3 3]"
1.629471330353537,"[1 0 5 9 3]","[3 5 9 3 9]"
1.4126662597279214,"[0 2 9 6 8]","[3 9 2 3 3]"
0.5682734553978066,"[4 8 9 6 4]","[8 3 2 9 8]"
0.5582479487950088,"[3 5 3 5 8]","[9 9 0 9 3]"
0.545085426598422,"[8 8 3 8 3]","[3 3 9 3 9]"
0.5885880123728953,"[4 8 8 3 1]","[3 3 3 0 9]"
0.5743083107339684,"[9 3 1 9 3]","[5 4 3 2 0]"
0.5591149346869027,"[7 2 8 2 1]","[2 9 3 5 3]"
1.7752415582729555,"[8 3 4 9 3]","[3 9 3 3 2]"
0.5788448556858378,"[5 7 4 1 3]","[9 9 8 3 9]"
0.7433738497783048,"[0 3 9 7 9]","[5 0 2 3 3]"
1.6981885396358098,"[3 9 9 5 6]","[9 3 3 9 3]"
1.7167162179493691,"[9 2 3 4 1]","[3 3 9 8 3]"
1.485703968441174,"[4 5 7 3 4]","[3 9 3 4 8]"
0.5761801402132894,"[4 1 3 6 3]","[8 3 2 0 0]"
0.7522948997765699,"[0 8 3 3 9]","[3 3 4 9 6]"
0.7261809199416696,"[4 3 0 3 9]","[5 0 9 9 5]"
0.5787359344041675,"[9 8 7 3 5]","[6 3 2 2 9]"
0.8122005351637089,"[4 8 9 3 4]","[8 3 2 9 3]"
1.5094399089920927,"[4 5 2 9 5]","[3 2 5 5 9]"
0.37807373955592166,"[9 6 8 5 3]","[2 1 4 2 2]"
1.4364485802282894,"[2 1 2 8 5]","[5 3 9 3 2]"
1.4847145188583537,"[3 2 3 3 3]","[2 3 9 9 4]"
0.5578878252457405,"[7 3 4 9 4]","[2 0 3 2 8]"
0.5611530288266309,"[6 6 8 9 5]","[9 3 3 3 9]"
1.6179883727721327,"[3 5 8 4 5]","[4 8 3 3 2]"
0.5809218384741991,"[8 9 7 9 3]","[3 3 2 5 0]"
0.5446639656662489,"[9 9 7 5 1]","[6 2 2 9 3]"
0.5915310749689541,"[8 3 9 8 1]","[3 2 3 4 4]"
1.4262533505909187,"[9 3 7 2 3]","[3 0 9 9 2]"
0.34267810265979903,"[3 3 3 5 5]","[4 9 9 9 9]"
0.7170731377492781,"[5 9 9 6 7]","[9 3 2 9 6]"
0.7088021065923238,"[4 4 3 1 8]","[3 3 9 4 3]"
1.405767036774976,"[9 4 2 7 1]","[2 8 9 2 3]"
0.541249498223422,"[7 8 1 9 1]","[2 3 3 3 9]"
0.5734578507574187,"[8 6 6 3 6]","[3 3 9 0 9]"
0.7008444414294405,"[7 9 3 1 6]","[3 5 9 4 9]"
1.629471330353537,"[9 2 3 0 9]","[2 7 9 3 3]"
0.7013165543219239,"[2 3 7 8 6]","[9 2 2 3 9]"
0.6895520205199611,"[8 7 6 0 7]","[3 3 0 3 6]"
0.5406562078102212,"[7 8 4 6 4]","[3 3 8 9 8]"
0.3605174048593909,"[0 6 3 7 5]","[9 9 2 2 9]"
0.5686598274937967,"[6 8 9 3 9]","[1 4 6 2 3]"
0.5627465981167531,"[9 6 7 4 9]","[5 9 2 8 2]"
1.6724014025082077,"[3 0 7 9 5]","[9 2 3 3 2]"
0.5793672979881734,"[2 1 3 3 0]","[9 3 9 9 4]"
0.5684435750662484,"[3 0 3 8 5]","[9 2 9 3 9]"
0.3558690603885887,"[3 1 2 3 2]","[9 4 5 9 9]"
0.5782149747602298,"[3 0 1 1 7]","[2 4 3 3 3]"
0.5943109307438744,"[6 3 1 6 7]","[9 4 4 1 3]"
0.6946823641145845,"[9 3 1 5 8]","[3 4 3 9 3]"
0.7257029764431916,"[7 0 8 3 1]","[2 2 3 0 4]"
0.5746656242802052,"[8 0 4 8 8]","[3 2 8 3 3]"
0.35935178114634325,"[3 1 0 3 5]","[9 4 2 9 9]"
0.7447825140499414,"[4 2 8 3 2]","[3 9 3 2 5]"
0.5915588844231887,"[3 9 0 4 7]","[2 3 3 5 6]"
1.6216327761638198,"[6 0 3 1 6]","[1 3 0 4 9]"
0.7563038395050322,"[2 9 3 2 7]","[5 6 9 3 3]"
0.682945527469228,"[5 9 5 3 1]","[9 3 9 0 4]"
0.5348773850568365,"[9 0 5 9 7]","[3 3 9 2 3]"
0.6933410749845808,"[9 3 5 0 8]","[3 2 9 2 4]"
0.35962382823117783,"[8 8 5 1 6]","[3 3 9 3 3]"
0.6829488655123509,"[8 6 9 7 3]","[3 9 2 6 2]"
0.5771210284770711,"[9 8 8 3 5]","[3 3 3 0 2]"
0.5573921061184113,"[6 6 0 3 4]","[9 9 2 9 3]"
0.7129046283233899,"[7 3 2 8 4]","[2 9 3 3 8]"
0.5443718743885589,"[0 3 3 8 8]","[9 4 9 4 3]"
0.5518864991581535,"[6 0 8 9 2]","[9 3 3 3 7]"
0.6114534151468388,"[1 8 8 3 0]","[4 3 4 2 3]"
1.6878016564991924,"[0 3 9 2 0]","[2 4 3 0 3]"
0.5523294507538039,"[8 5 9 1 8]","[3 2 6 9 3]"
0.575464811957192,"[6 1 3 5 3]","[3 4 2 9 4]"
1.7616901826505817,"[4 2 3 2 9]","[8 9 2 3 2]"
0.3654082142960168,"[3 5 6 5 3]","[0 9 9 2 9]"
0.694740279601222,"[2 8 3 8 9]","[5 5 9 4 2]"
0.7112716940242279,"[1 2 0 0 9]","[4 9 2 3 3]"
1.719910963755588,"[3 9 3 9 2]","[9 3 4 3 9]"
1.672401402508208,"[9 2 1 3 4]","[3 9 3 9 3]"
0.5587493695900552,"[8 3 8 1 5]","[3 9 3 3 9]"
0.6828716201681895,"[8 8 7 9 3]","[3 5 6 2 9]"
0.5744367664949986,"[2 9 7 0 8]","[9 3 9 3 3]"
0.5417357784215495,"[2 4 1 1 8]","[7 3 3 4 3]"
0.5707082351165709,"[4 1 6 5 1]","[3 4 9 9 4]"
1.4276509712792116,"[8 9 9 1 5]","[4 2 5 4 9]"
0.35996031290923025,"[0 0 8 9 1]","[2 2 3 6 4]"
1.6658082046623166,"[4 1 8 3 4]","[8 4 3 4 3]"
0.5492223596271691,"[3 1 3 1 8]","[0 4 9 4 3]"
0.5493486255399634,"[5 7 5 5 6]","[9 6 9 9 9]"
0.5814917149315306,"[0 0 3 7 3]","[3 3 4 2 9]"
0.6737804348983029,"[5 8 8 8 3]","[8 3 4 3 9]"
0.5648345190142682,"[9 3 6 5 3]","[2 4 9 2 9]"
0.7126585312142372,"[4 5 3 9 4]","[3 2 9 2 8]"
0.5389070534015168,"[6 9 0 8 6]","[1 3 2 3 9]"
0.9219546586449134,"[9 8 3 4 1]","[2 3 9 8 4]"
0.6942463225508311,"[3 3 8 4 1]","[2 9 3 3 4]"
0.5801566732554649,"[7 3 8 1 3]","[3 0 3 9 2]"
0.3654082142960168,"[3 2 3 0 3]","[9 9 9 5 4]"
1.6776543818840042,"[9 6 3 9 1]","[6 9 9 3 3]"
1.6320178306980202,"[3 3 0 5 2]","[9 0 3 8 3]"
0.570394047919138,"[9 6 0 1 5]","[3 3 9 4 9]"
0.5702477378992118,"[1 2 2 7 3]","[4 3 3 3 4]"
1.4330681648275743,"[8 2 9 8 3]","[3 9 3 3 2]"
0.5826238281613746,"[8 0 0 2 8]","[3 3 3 0 3]"
0.5624603342970936,"[0 5 5 3 1]","[2 9 9 0 4]"
1.4600807560000588,"[6 9 9 5 2]","[9 5 2 9 9]"
0.6730711327694945,"[0 7 5 9 2]","[4 2 8 3 5]"
0.5336347658426238,"[5 8 8 2 4]","[8 3 3 0 3]"
0.34440218542373474,"[3 6 7 3 1]","[9 9 2 0 4]"
0.517285327643313,"[3 2 5 2 1]","[9 9 9 5 4]"
0.3632299580102559,"[2 6 1 4 8]","[0 0 3 5 3]"
1.2632586097019187,"[8 7 2 4 9]","[3 9 9 3 2]"
0.5920749565771003,"[8 6 6 3 1]","[3 3 9 9 3]"
0.7622363230701649,"[1 2 8 1 3]","[4 0 3 3 2]"
0.6025512392046037,"[8 1 1 0 6]","[3 3 4 4 1]"
0.5637023549420824,"[7 5 9 0 3]","[2 9 2 2 9]"
0.5964944527958528,"[2 8 8 3 1]","[3 3 5 9 3]"
0.5390051811397806,"[2 0 1 9 0]","[3 3 4 2 3]"
1.635949116934481,"[2 8 3 3 0]","[3 3 0 9 3]"
0.7166510227675292,"[3 5 4 1 7]","[9 2 5 4 3]"
0.5339948238014592,"[8 1 5 9 9]","[3 4 9 2 2]"
0.5468806960147782,"[5 2 2 9 5]","[9 3 3 3 9]"
0.7197718576364943,"[1 2 0 9 3]","[3 5 5 5 2]"
0.5626591022828914,"[7 8 9 0 1]","[9 3 3 5 4]"
0.35033177493367285,"[8 8 8 8 2]","[3 3 3 3 9]"
0.5861690525515957,"[3 0 1 5 1]","[2 3 4 2 9]"
0.554679184836316,"[1 9 3 9 2]","[4 3 4 3 7]"
0.5440435576831982,"[2 1 5 1 0]","[3 3 9 4 5]"
0.5705865223404247,"[8 8 6 7 2]","[3 3 9 6 0]"
1.4255733071202463,"[9 5 2 0 0]","[5 9 3 4 2]"
0.515962517365914,"[6 0 2 8 5]","[3 4 9 3 8]"
0.7373172380559117,"[0 8 3 3 9]","[3 3 2 9 2]"
0.5788448556858378,"[6 3 3 1 2]","[9 9 9 3 5]"
0.3535228459122408,"[8 6 8 2 5]","[3 9 3 9 9]"
0.5722261888455153,"[3 7 6 2 3]","[2 2 9 9 0]"
0.5676394370920247,"[4 0 4 9 6]","[8 5 3 2 0]"
0.5968659357558682,"[7 6 4 2 1]","[2 3 8 3 4]"
0.5861608812390828,"[3 1 2 3 5]","[9 3 3 4 9]"
0.5684048686177223,"[6 4 5 8 4]","[3 8 9 3 3]"
0.7678773686370816,"[7 1 4 3 9]","[3 3 3 9 5]"
0.714313307369126,"[3 9 1 6 9]","[2 3 4 9 2]"
1.5802916208450175,"[5 9 6 3 9]","[9 3 0 9 2]"
0.7426110256360914,"[3 3 8 2 8]","[0 2 3 0 3]"
0.5244486651714518,"[8 1 8 5 5]","[3 4 3 8 2]"
0.5649067720914933,"[4 2 8 4 9]","[8 5 3 3 3]"
1.5160023715167923,"[2 0 8 3 2]","[9 3 3 2 3]"
0.5895660322436992,"[0 3 3 9 6]","[9 2 2 5 9]"
0.6031702665307684,"[9 8 6 6 3]","[3 3 3 0 2]"
0.34822680405836093,"[5 0 6 7 8]","[9 3 9 9 3]"
0.3455132118959566,"[3 9 9 3 3]","[4 2 5 0 2]"
0.5527797166957931,"[3 3 3 6 8]","[4 9 9 0 3]"
0.3605174048593909,"[0 7 8 4 6]","[2 2 5 3 9]"
0.5807555233542864,"[2 2 2 3 8]","[7 0 3 9 3]"
0.7559661654630736,"[0 9 3 4 8]","[9 6 9 3 3]"
0.7004864619834458,"[6 9 2 5 4]","[9 2 3 9 8]"
0.5748031674267524,"[6 6 3 4 3]","[1 3 0 8 9]"
1.7752415582729555,"[1 7 9 8 3]","[4 6 3 4 9]"
1.484714518858354,"[7 9 9 3 2]","[9 3 3 2 3]"
0.35033177493367285,"[9 0 9 8 8]","[3 3 3 3 3]"
0.572968733767544,"[9 9 3 2 3]","[3 6 4 5 4]"
0.7104224913459473,"[8 7 1 6 9]","[3 6 3 9 3]"
0.3654082142960168,"[5 3 3 6 5]","[9 9 9 9 9]"
1.6952971113507165,"[0 5 5 4 3]","[3 9 9 8 0]"
0.566325176340221,"[0 7 3 6 8]","[5 2 2 9 3]"
0.5324619992564289,"[3 0 8 7 5]","[2 2 4 3 9]"
0.3457318150989242,"[7 9 8 9 7]","[2 2 3 2 6]"
0.7373441487011569,"[3 7 8 0 2]","[9 3 5 3 0]"
1.5577670071598728,"[9 7 1 5 6]","[6 3 4 8 9]"
0.5771677944737211,"[6 2 2 7 3]","[3 5 3 3 9]"
0.36272051568175145,"[3 9 3 3 3]","[0 6 2 2 4]"
1.6518199683443497,"[9 1 2 3 6]","[3 9 5 9 9]"
0.37213738068475594,"[8 0 1 6 0]","[3 3 4 3 9]"
0.5525431657070616,"[9 2 6 6 7]","[3 9 3 9 3]"
0.5868921572835677,"[2 3 9 9 3]","[9 9 5 5 9]"
0.7105256880937044,"[3 8 6 3 9]","[9 3 9 0 2]"
1.6110030049565818,"[4 8 3 3 9]","[3 4 4 4 2]"
1.7752415582729555,"[1 5 9 3 9]","[4 2 2 9 3]"
0.7509762239236936,"[3 5 4 2 4]","[2 2 3 7 8]"
0.5627465981167531,"[0 1 9 6 9]","[3 4 2 9 5]"
0.5370134678903441,"[5 8 8 2 2]","[9 3 3 5 5]"
0.5509023991009654,"[2 0 6 6 3]","[5 3 1 9 9]"
1.6848387183184952,"[8 2 3 7 0]","[3 3 2 3 3]"
1.65357101267893,"[3 0 3 0 6]","[0 9 2 3 9]"
1.6066273508201874,"[3 0 3 9 3]","[9 4 2 3 2]"
0.5302346207727492,"[3 9 9 5 5]","[4 2 2 9 9]"
0.7041668169799874,"[1 4 6 3 8]","[4 3 3 9 3]"
0.5755750766714293,"[6 1 7 8 2]","[1 4 2 3 5]"
0.7528537455350558,"[4 3 8 0 9]","[3 9 3 3 5]"
0.5738932047744133,"[4 6 0 2 6]","[3 9 2 3 9]"
1.3988876369370455,"[8 2 7 9 5]","[3 3 6 5 9]"
0.720105115468968,"[4 8 1 9 2]","[8 3 4 3 3]"
1.6785956408278322,"[4 1 9 4 3]","[3 4 2 3 4]"
1.6531672331657363,"[2 3 8 6 7]","[3 2 3 9 3]"
0.7031851367431634,"[2 8 4 1 8]","[3 3 8 4 3]"
0.5746202844752375,"[1 2 3 9 9]","[4 3 0 3 3]"
0.5244486651714518,"[7 7 5 8 8]","[3 6 8 3 3]"
0.5692704258440364,"[3 0 0 3 1]","[9 4 3 9 4]"
0.579733509428703,"[9 5 5 3 0]","[2 9 9 0 2]"
0.6021866145787688,"[2 1 5 6 9]","[3 4 2 1 3]"
0.7154506668402179,"[1 3 3 4 1]","[3 9 0 3 4]"
0.6785816998224697,"[1 2 3 5 9]","[4 5 9 8 5]"
0.5689050148861807,"[3 0 2 3 3]","[9 2 9 9 4]"
0.5507269787656166,"[9 9 2 8 8]","[2 3 7 3 4]"
1.727125501969654,"[8 9 9 3 9]","[3 5 2 9 3]"
0.35962382823117783,"[4 8 0 7 1]","[3 3 2 6 3]"
0.5635553016680593,"[5 6 6 9 7]","[9 1 9 3 3]"
1.6216327761638198,"[9 0 3 5 4]","[3 3 0 2 3]"
1.6518199683443497,"[9 6 2 3 6]","[3 9 3 9 9]"
1.4450862894361123,"[2 6 5 9 9]","[3 3 9 5 5]"
1.6914474566489828,"[3 5 0 4 3]","[0 9 3 8 0]"
0.573239851591757,"[0 3 8 3 0]","[5 9 3 9 3]"
0.5699864489667348,"[3 3 6 2 6]","[9 9 3 9 1]"
0.568069236586521,"[6 9 9 2 0]","[1 2 6 3 5]"
0.7010393706111223,"[5 3 2 7 3]","[9 2 9 3 9]"
0.5708058073420899,"[3 1 1 7 7]","[9 4 3 3 9]"
1.5365389882274978,"[9 2 3 3 0]","[3 5 2 9 3]"
0.5556971677002023,"[3 3 2 5 8]","[9 9 5 9 3]"
0.3605174048593909,"[1 8 6 4 1]","[3 3 9 3 9]"
0.5575763121182726,"[8 3 3 8 8]","[3 0 9 3 3]"
0.3780008002960942,"[9 4 6 8 6]","[5 3 1 3 0]"
0.5614704644924109,"[0 6 9 7 2]","[5 9 3 3 5]"
0.5577752384647418,"[6 9 8 3 6]","[1 5 4 0 3]"
0.7055167550198083,"[9 6 0 9 3]","[2 9 4 3 2]"
0.5281661072678542,"[0 5 3 2 6]","[9 8 4 5 1]"
0.5541513815787883,"[2 2 6 8 7]","[9 9 3 3 2]"
0.7214316254125144,"[4 3 3 3 5]","[5 2 4 9 9]"
0.5695859663512106,"[8 3 9 3 9]","[5 9 2 9 6]"
0.5531335392036659,"[0 6 2 6 3]","[3 9 3 9 9]"
0.7172979159561593,"[8 5 3 8 9]","[3 2 9 4 2]"
0.5603453776610862,"[9 8 8 4 2]","[5 4 3 3 5]"
1.6395777904039857,"[6 1 8 9 3]","[9 4 3 3 9]"
